type	study.phs_accession	sample.sample_id	file_id	file_name	file_type	file_size	md5sum	experimental_strategy_and_data_subtypes	entityId	file_description	file_url_in_cds	submission_version	checksum_value	checksum_algorithm	crdc_id	file_mapping_level	release_datetime	is_supplementary_file
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L001_I1_001.fastq.gz	FASTQ	1542281131	1332ab903a15791b60f4a2baa008fabc	WXS; RNA-Seq	syn51271231									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L001_I1_001.fastq.gz	FASTQ	1542281131	1332ab903a15791b60f4a2baa008fabc	WXS; RNA-Seq	syn51271231									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L001_I2_001.fastq.gz	FASTQ	1795842057	f84e00c82f2604a3183de68e5a308ab2	WXS; RNA-Seq	syn51271488									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L001_I2_001.fastq.gz	FASTQ	1795842057	f84e00c82f2604a3183de68e5a308ab2	WXS; RNA-Seq	syn51271488									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L001_I2_001.fastq.gz	FASTQ	1795842057	f84e00c82f2604a3183de68e5a308ab2	WXS; RNA-Seq	syn51271488									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L001_I2_001.fastq.gz	FASTQ	1795842057	f84e00c82f2604a3183de68e5a308ab2	WXS; RNA-Seq	syn51271488									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L001_R1_001.fastq.gz	FASTQ	5662232099	7c27139dc7b777cf62f3db7db548a44a	WXS; RNA-Seq	syn51271476									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L001_R1_001.fastq.gz	FASTQ	5662232099	7c27139dc7b777cf62f3db7db548a44a	WXS; RNA-Seq	syn51271476									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L001_R1_001.fastq.gz	FASTQ	5662232099	7c27139dc7b777cf62f3db7db548a44a	WXS; RNA-Seq	syn51271476									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L001_R1_001.fastq.gz	FASTQ	5662232099	7c27139dc7b777cf62f3db7db548a44a	WXS; RNA-Seq	syn51271476									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L001_R2_001.fastq.gz	FASTQ	12676584053	d312251e4583d10b9e5051bdf26d557b	WXS; RNA-Seq	syn51271477									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L001_R2_001.fastq.gz	FASTQ	12676584053	d312251e4583d10b9e5051bdf26d557b	WXS; RNA-Seq	syn51271477									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L001_R2_001.fastq.gz	FASTQ	12676584053	d312251e4583d10b9e5051bdf26d557b	WXS; RNA-Seq	syn51271477									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L001_R2_001.fastq.gz	FASTQ	12676584053	d312251e4583d10b9e5051bdf26d557b	WXS; RNA-Seq	syn51271477									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L002_I1_001.fastq.gz	FASTQ	1532166918	4063e19d96e798fbf8dc309b5eb10704	WXS; RNA-Seq	syn51271505									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L002_I1_001.fastq.gz	FASTQ	1532166918	4063e19d96e798fbf8dc309b5eb10704	WXS; RNA-Seq	syn51271505									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L002_I1_001.fastq.gz	FASTQ	1532166918	4063e19d96e798fbf8dc309b5eb10704	WXS; RNA-Seq	syn51271505									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L002_I1_001.fastq.gz	FASTQ	1532166918	4063e19d96e798fbf8dc309b5eb10704	WXS; RNA-Seq	syn51271505									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L002_I2_001.fastq.gz	FASTQ	1810013359	ce0ac5afd86d78c75ce45eeb705251f2	WXS; RNA-Seq	syn51271492									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L002_I2_001.fastq.gz	FASTQ	1810013359	ce0ac5afd86d78c75ce45eeb705251f2	WXS; RNA-Seq	syn51271492									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L002_I2_001.fastq.gz	FASTQ	1810013359	ce0ac5afd86d78c75ce45eeb705251f2	WXS; RNA-Seq	syn51271492									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L002_I2_001.fastq.gz	FASTQ	1810013359	ce0ac5afd86d78c75ce45eeb705251f2	WXS; RNA-Seq	syn51271492									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L002_R1_001.fastq.gz	FASTQ	5646526285	e751bade41b019563d7a219e7872c841	WXS; RNA-Seq	syn51271478									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L002_R1_001.fastq.gz	FASTQ	5646526285	e751bade41b019563d7a219e7872c841	WXS; RNA-Seq	syn51271478									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L002_R1_001.fastq.gz	FASTQ	5646526285	e751bade41b019563d7a219e7872c841	WXS; RNA-Seq	syn51271478									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L002_R1_001.fastq.gz	FASTQ	5646526285	e751bade41b019563d7a219e7872c841	WXS; RNA-Seq	syn51271478									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L002_R2_001.fastq.gz	FASTQ	12676681903	291f2480ee16e5405b010ff295f4bf76	WXS; RNA-Seq	syn51271479									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L002_R2_001.fastq.gz	FASTQ	12676681903	291f2480ee16e5405b010ff295f4bf76	WXS; RNA-Seq	syn51271479									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L002_R2_001.fastq.gz	FASTQ	12676681903	291f2480ee16e5405b010ff295f4bf76	WXS; RNA-Seq	syn51271479									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L002_R2_001.fastq.gz	FASTQ	12676681903	291f2480ee16e5405b010ff295f4bf76	WXS; RNA-Seq	syn51271479									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L003_I1_001.fastq.gz	FASTQ	1529780786	4f4c72d11eb77508d32cdf37a609cb2c	WXS; RNA-Seq	syn51271510									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L003_I1_001.fastq.gz	FASTQ	1529780786	4f4c72d11eb77508d32cdf37a609cb2c	WXS; RNA-Seq	syn51271510									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L003_I1_001.fastq.gz	FASTQ	1529780786	4f4c72d11eb77508d32cdf37a609cb2c	WXS; RNA-Seq	syn51271510									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L003_I1_001.fastq.gz	FASTQ	1529780786	4f4c72d11eb77508d32cdf37a609cb2c	WXS; RNA-Seq	syn51271510									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L003_I2_001.fastq.gz	FASTQ	1770376152	50bafe94ee5088c110b4e6ef65c816f0	WXS; RNA-Seq	syn51271490									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L003_I2_001.fastq.gz	FASTQ	1770376152	50bafe94ee5088c110b4e6ef65c816f0	WXS; RNA-Seq	syn51271490									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L003_I2_001.fastq.gz	FASTQ	1770376152	50bafe94ee5088c110b4e6ef65c816f0	WXS; RNA-Seq	syn51271490									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L003_I2_001.fastq.gz	FASTQ	1770376152	50bafe94ee5088c110b4e6ef65c816f0	WXS; RNA-Seq	syn51271490									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L003_R1_001.fastq.gz	FASTQ	5640483663	25a02b79cdd110180639b112f9246bbb	WXS; RNA-Seq	syn51271480									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L003_R1_001.fastq.gz	FASTQ	5640483663	25a02b79cdd110180639b112f9246bbb	WXS; RNA-Seq	syn51271480									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L003_R1_001.fastq.gz	FASTQ	5640483663	25a02b79cdd110180639b112f9246bbb	WXS; RNA-Seq	syn51271480									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L003_R1_001.fastq.gz	FASTQ	5640483663	25a02b79cdd110180639b112f9246bbb	WXS; RNA-Seq	syn51271480									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L003_R2_001.fastq.gz	FASTQ	12624062938	765a0aba60950f75770cfeeebbb2aaaa	WXS; RNA-Seq	syn51271481									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L003_R2_001.fastq.gz	FASTQ	12624062938	765a0aba60950f75770cfeeebbb2aaaa	WXS; RNA-Seq	syn51271481									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L003_R2_001.fastq.gz	FASTQ	12624062938	765a0aba60950f75770cfeeebbb2aaaa	WXS; RNA-Seq	syn51271481									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L003_R2_001.fastq.gz	FASTQ	12624062938	765a0aba60950f75770cfeeebbb2aaaa	WXS; RNA-Seq	syn51271481									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L004_I1_001.fastq.gz	FASTQ	1526676827	8dc12330c4dfefa0732bf55bcea7451f	WXS; RNA-Seq	syn51271520									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L004_I1_001.fastq.gz	FASTQ	1526676827	8dc12330c4dfefa0732bf55bcea7451f	WXS; RNA-Seq	syn51271520									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L004_I1_001.fastq.gz	FASTQ	1526676827	8dc12330c4dfefa0732bf55bcea7451f	WXS; RNA-Seq	syn51271520									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L004_I1_001.fastq.gz	FASTQ	1526676827	8dc12330c4dfefa0732bf55bcea7451f	WXS; RNA-Seq	syn51271520									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L004_I2_001.fastq.gz	FASTQ	1783225177	7229ed21286fc7f6868149ad260f9f39	WXS; RNA-Seq	syn51271491									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L004_I2_001.fastq.gz	FASTQ	1783225177	7229ed21286fc7f6868149ad260f9f39	WXS; RNA-Seq	syn51271491									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L004_I2_001.fastq.gz	FASTQ	1783225177	7229ed21286fc7f6868149ad260f9f39	WXS; RNA-Seq	syn51271491									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L004_I2_001.fastq.gz	FASTQ	1783225177	7229ed21286fc7f6868149ad260f9f39	WXS; RNA-Seq	syn51271491									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L004_R1_001.fastq.gz	FASTQ	5625458770	0b1b9cc32900543d7b8044344f69e0d5	WXS; RNA-Seq	syn51271483									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L004_R1_001.fastq.gz	FASTQ	5625458770	0b1b9cc32900543d7b8044344f69e0d5	WXS; RNA-Seq	syn51271483									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L004_R1_001.fastq.gz	FASTQ	5625458770	0b1b9cc32900543d7b8044344f69e0d5	WXS; RNA-Seq	syn51271483									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L004_R1_001.fastq.gz	FASTQ	5625458770	0b1b9cc32900543d7b8044344f69e0d5	WXS; RNA-Seq	syn51271483									
file	phs002371	HTA5_1781_1004		SM-L123I_S5_L004_R2_001.fastq.gz	FASTQ	12603286661	fbfe1c9f04c3e9b8b167ebca8a787bae	WXS; RNA-Seq	syn51271482									
file	phs002371	HTA5_1803_1004		SM-L123I_S5_L004_R2_001.fastq.gz	FASTQ	12603286661	fbfe1c9f04c3e9b8b167ebca8a787bae	WXS; RNA-Seq	syn51271482									
file	phs002371	HTA5_1977_1006		SM-L123I_S5_L004_R2_001.fastq.gz	FASTQ	12603286661	fbfe1c9f04c3e9b8b167ebca8a787bae	WXS; RNA-Seq	syn51271482									
file	phs002371	HTA5_1039_1014		SM-L123I_S5_L004_R2_001.fastq.gz	FASTQ	12603286661	fbfe1c9f04c3e9b8b167ebca8a787bae	WXS; RNA-Seq	syn51271482									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L001_I1_001.fastq.gz	FASTQ	2088495495	3ae89c78ea57d55ed6a7e04c9a3bb477	WXS; RNA-Seq	syn51271287									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L001_I1_001.fastq.gz	FASTQ	2088495495	3ae89c78ea57d55ed6a7e04c9a3bb477	WXS; RNA-Seq	syn51271287									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L001_I1_001.fastq.gz	FASTQ	2088495495	3ae89c78ea57d55ed6a7e04c9a3bb477	WXS; RNA-Seq	syn51271287									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L001_I1_001.fastq.gz	FASTQ	2088495495	3ae89c78ea57d55ed6a7e04c9a3bb477	WXS; RNA-Seq	syn51271287									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L001_I2_001.fastq.gz	FASTQ	2036773411	9ea11b68da2a43849c87dfe5482ef922	WXS; RNA-Seq	syn51271288									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L001_I2_001.fastq.gz	FASTQ	2036773411	9ea11b68da2a43849c87dfe5482ef922	WXS; RNA-Seq	syn51271288									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L001_I2_001.fastq.gz	FASTQ	2036773411	9ea11b68da2a43849c87dfe5482ef922	WXS; RNA-Seq	syn51271288									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L001_I2_001.fastq.gz	FASTQ	2036773411	9ea11b68da2a43849c87dfe5482ef922	WXS; RNA-Seq	syn51271288									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L001_R1_001.fastq.gz	FASTQ	6678627674	3cb3a509c145fcfb6cd8963a0f23ef16	WXS; RNA-Seq	syn51271289									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L001_R1_001.fastq.gz	FASTQ	6678627674	3cb3a509c145fcfb6cd8963a0f23ef16	WXS; RNA-Seq	syn51271289									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L001_R1_001.fastq.gz	FASTQ	6678627674	3cb3a509c145fcfb6cd8963a0f23ef16	WXS; RNA-Seq	syn51271289									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L001_R1_001.fastq.gz	FASTQ	6678627674	3cb3a509c145fcfb6cd8963a0f23ef16	WXS; RNA-Seq	syn51271289									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L001_R2_001.fastq.gz	FASTQ	14842014108	4aad17f692ed31f52c7a50da3b7ea4d3	WXS; RNA-Seq	syn51271292									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L001_R2_001.fastq.gz	FASTQ	14842014108	4aad17f692ed31f52c7a50da3b7ea4d3	WXS; RNA-Seq	syn51271292									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L001_R2_001.fastq.gz	FASTQ	14842014108	4aad17f692ed31f52c7a50da3b7ea4d3	WXS; RNA-Seq	syn51271292									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L001_R2_001.fastq.gz	FASTQ	14842014108	4aad17f692ed31f52c7a50da3b7ea4d3	WXS; RNA-Seq	syn51271292									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L002_I1_001.fastq.gz	FASTQ	2083398449	0b1102818bbc5202c2ee6a1f0055ddb6	WXS; RNA-Seq	syn51271290									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L002_I1_001.fastq.gz	FASTQ	2083398449	0b1102818bbc5202c2ee6a1f0055ddb6	WXS; RNA-Seq	syn51271290									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L002_I1_001.fastq.gz	FASTQ	2083398449	0b1102818bbc5202c2ee6a1f0055ddb6	WXS; RNA-Seq	syn51271290									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L002_I1_001.fastq.gz	FASTQ	2083398449	0b1102818bbc5202c2ee6a1f0055ddb6	WXS; RNA-Seq	syn51271290									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L002_I2_001.fastq.gz	FASTQ	2066361317	171b97af2fd802be5f88ead1c5ca2b7f	WXS; RNA-Seq	syn51271291									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L002_I2_001.fastq.gz	FASTQ	2066361317	171b97af2fd802be5f88ead1c5ca2b7f	WXS; RNA-Seq	syn51271291									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L002_I2_001.fastq.gz	FASTQ	2066361317	171b97af2fd802be5f88ead1c5ca2b7f	WXS; RNA-Seq	syn51271291									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L002_I2_001.fastq.gz	FASTQ	2066361317	171b97af2fd802be5f88ead1c5ca2b7f	WXS; RNA-Seq	syn51271291									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L002_R1_001.fastq.gz	FASTQ	6663505151	a9d6c701986239e3f6e5d4bf5648e804	WXS; RNA-Seq	syn51271300									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L002_R1_001.fastq.gz	FASTQ	6663505151	a9d6c701986239e3f6e5d4bf5648e804	WXS; RNA-Seq	syn51271300									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L002_R1_001.fastq.gz	FASTQ	6663505151	a9d6c701986239e3f6e5d4bf5648e804	WXS; RNA-Seq	syn51271300									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L002_R1_001.fastq.gz	FASTQ	6663505151	a9d6c701986239e3f6e5d4bf5648e804	WXS; RNA-Seq	syn51271300									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L002_R2_001.fastq.gz	FASTQ	14850429030	0b54caf3613a98ef2d573604284c24df	WXS; RNA-Seq	syn51271293									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L002_R2_001.fastq.gz	FASTQ	14850429030	0b54caf3613a98ef2d573604284c24df	WXS; RNA-Seq	syn51271293									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L002_R2_001.fastq.gz	FASTQ	14850429030	0b54caf3613a98ef2d573604284c24df	WXS; RNA-Seq	syn51271293									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L002_R2_001.fastq.gz	FASTQ	14850429030	0b54caf3613a98ef2d573604284c24df	WXS; RNA-Seq	syn51271293									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L003_I1_001.fastq.gz	FASTQ	2079848815	d3b7b08fd04d20c162267ec22bd0c572	WXS; RNA-Seq	syn51271294									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L003_I1_001.fastq.gz	FASTQ	2079848815	d3b7b08fd04d20c162267ec22bd0c572	WXS; RNA-Seq	syn51271294									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L003_I1_001.fastq.gz	FASTQ	2079848815	d3b7b08fd04d20c162267ec22bd0c572	WXS; RNA-Seq	syn51271294									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L003_I1_001.fastq.gz	FASTQ	2079848815	d3b7b08fd04d20c162267ec22bd0c572	WXS; RNA-Seq	syn51271294									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L003_I2_001.fastq.gz	FASTQ	2004002453	ecaec26e332ec8024e653e85963c3b5e	WXS; RNA-Seq	syn51271295									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L003_I2_001.fastq.gz	FASTQ	2004002453	ecaec26e332ec8024e653e85963c3b5e	WXS; RNA-Seq	syn51271295									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L003_I2_001.fastq.gz	FASTQ	2004002453	ecaec26e332ec8024e653e85963c3b5e	WXS; RNA-Seq	syn51271295									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L003_I2_001.fastq.gz	FASTQ	2004002453	ecaec26e332ec8024e653e85963c3b5e	WXS; RNA-Seq	syn51271295									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L003_R1_001.fastq.gz	FASTQ	6655620948	d255767c50d97866e28a2b8b8a66ef02	WXS; RNA-Seq	syn51271296									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L003_R1_001.fastq.gz	FASTQ	6655620948	d255767c50d97866e28a2b8b8a66ef02	WXS; RNA-Seq	syn51271296									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L003_R1_001.fastq.gz	FASTQ	6655620948	d255767c50d97866e28a2b8b8a66ef02	WXS; RNA-Seq	syn51271296									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L003_R1_001.fastq.gz	FASTQ	6655620948	d255767c50d97866e28a2b8b8a66ef02	WXS; RNA-Seq	syn51271296									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L003_R2_001.fastq.gz	FASTQ	14789958325	f1542f8a5ab9ccce092bb8e85215db39	WXS; RNA-Seq	syn51271297									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L003_R2_001.fastq.gz	FASTQ	14789958325	f1542f8a5ab9ccce092bb8e85215db39	WXS; RNA-Seq	syn51271297									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L003_R2_001.fastq.gz	FASTQ	14789958325	f1542f8a5ab9ccce092bb8e85215db39	WXS; RNA-Seq	syn51271297									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L003_R2_001.fastq.gz	FASTQ	14789958325	f1542f8a5ab9ccce092bb8e85215db39	WXS; RNA-Seq	syn51271297									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L004_I1_001.fastq.gz	FASTQ	2072885981	1884bcb0c0a60ee2c05ae7594daac730	WXS; RNA-Seq	syn51271298									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L004_I1_001.fastq.gz	FASTQ	2072885981	1884bcb0c0a60ee2c05ae7594daac730	WXS; RNA-Seq	syn51271298									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L004_I1_001.fastq.gz	FASTQ	2072885981	1884bcb0c0a60ee2c05ae7594daac730	WXS; RNA-Seq	syn51271298									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L004_I1_001.fastq.gz	FASTQ	2072885981	1884bcb0c0a60ee2c05ae7594daac730	WXS; RNA-Seq	syn51271298									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L004_I2_001.fastq.gz	FASTQ	2024666005	ad83b2b01b60fe71e1ccea89266fc6f1	WXS; RNA-Seq	syn51271302									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L004_I2_001.fastq.gz	FASTQ	2024666005	ad83b2b01b60fe71e1ccea89266fc6f1	WXS; RNA-Seq	syn51271302									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L004_I2_001.fastq.gz	FASTQ	2024666005	ad83b2b01b60fe71e1ccea89266fc6f1	WXS; RNA-Seq	syn51271302									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L004_I2_001.fastq.gz	FASTQ	2024666005	ad83b2b01b60fe71e1ccea89266fc6f1	WXS; RNA-Seq	syn51271302									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L004_R1_001.fastq.gz	FASTQ	6633048605	b999e6530726d57b789593099d8b0f5e	WXS; RNA-Seq	syn51271299									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L004_R1_001.fastq.gz	FASTQ	6633048605	b999e6530726d57b789593099d8b0f5e	WXS; RNA-Seq	syn51271299									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L004_R1_001.fastq.gz	FASTQ	6633048605	b999e6530726d57b789593099d8b0f5e	WXS; RNA-Seq	syn51271299									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L004_R1_001.fastq.gz	FASTQ	6633048605	b999e6530726d57b789593099d8b0f5e	WXS; RNA-Seq	syn51271299									
file	phs002371	HTA5_1855_1004		SM-L123J_S4_L004_R2_001.fastq.gz	FASTQ	14752000396	81e71ec3993daf9e500f7791da84006f	WXS; RNA-Seq	syn51271301									
file	phs002371	HTA5_1939_1006		SM-L123J_S4_L004_R2_001.fastq.gz	FASTQ	14752000396	81e71ec3993daf9e500f7791da84006f	WXS; RNA-Seq	syn51271301									
file	phs002371	HTA5_1664_1008		SM-L123J_S4_L004_R2_001.fastq.gz	FASTQ	14752000396	81e71ec3993daf9e500f7791da84006f	WXS; RNA-Seq	syn51271301									
file	phs002371	HTA5_1135_1004		SM-L123J_S4_L004_R2_001.fastq.gz	FASTQ	14752000396	81e71ec3993daf9e500f7791da84006f	WXS; RNA-Seq	syn51271301									
file	phs002371	HTA5_1906_1006		SM-L123K_S3_L001_I1_001.fastq.gz	FASTQ	2178389669	01cd4b1fbaf75dcd14f102e485b55a26	WXS; RNA-Seq	syn51271438									
file	phs002371	HTA5_1361_1006		SM-L123K_S3_L001_I1_001.fastq.gz	FASTQ	2178389669	01cd4b1fbaf75dcd14f102e485b55a26	WXS; RNA-Seq	syn51271438									
file	phs002371	HTA5_1587_1008		SM-L123K_S3_L001_I1_001.fastq.gz	FASTQ	2178389669	01cd4b1fbaf75dcd14f102e485b55a26	WXS; RNA-Seq	syn51271438									
file	phs002371	HTA5_1360_1006		SM-L123K_S3_L001_I1_001.fastq.gz	FASTQ	2178389669	01cd4b1fbaf75dcd14f102e485b55a26	WXS; RNA-Seq	syn51271438									
file	phs002371	HTA5_1361_1006		SM-L123K_S3_L001_I2_001.fastq.gz	FASTQ	2569184971	9c808330d9f33e6e98c14d659bae26cd	WXS; RNA-Seq	syn51271441									
file	phs002371	HTA5_1587_1008		SM-L123K_S3_L001_I2_001.fastq.gz	FASTQ	2569184971	9c808330d9f33e6e98c14d659bae26cd	WXS; RNA-Seq	syn51271441									
file	phs002371	HTA5_1360_1006		SM-L123K_S3_L001_I2_001.fastq.gz	FASTQ	2569184971	9c808330d9f33e6e98c14d659bae26cd	WXS; RNA-Seq	syn51271441									
file	phs002371	HTA5_1906_1006		SM-L123K_S3_L001_I2_001.fastq.gz	FASTQ	2569184971	9c808330d9f33e6e98c14d659bae26cd	WXS; RNA-Seq	syn51271441									
file	phs002371	HTA5_1360_1006		SM-L123K_S3_L001_R1_001.fastq.gz	FASTQ	8178722469	a4e399b5b3f593114b4c5ad1635a56d0	WXS; RNA-Seq	syn51271439									
file	phs002371	HTA5_1906_1006		SM-L123K_S3_L001_R1_001.fastq.gz	FASTQ	8178722469	a4e399b5b3f593114b4c5ad1635a56d0	WXS; RNA-Seq	syn51271439									
file	phs002371	HTA5_1361_1006		SM-L123K_S3_L001_R1_001.fastq.gz	FASTQ	8178722469	a4e399b5b3f593114b4c5ad1635a56d0	WXS; RNA-Seq	syn51271439									
file	phs002371	HTA5_1587_1008		SM-L123K_S3_L001_R1_001.fastq.gz	FASTQ	8178722469	a4e399b5b3f593114b4c5ad1635a56d0	WXS; RNA-Seq	syn51271439									
file	phs002371	HTA5_1906_1006		SM-L123K_S3_L001_R2_001.fastq.gz	FASTQ	18473245162	b46d506b4b3aecb3e9e7f2bbc4a5b440	WXS; RNA-Seq	syn51271440									
file	phs002371	HTA5_1360_1006		SM-L123K_S3_L001_R2_001.fastq.gz	FASTQ	18473245162	b46d506b4b3aecb3e9e7f2bbc4a5b440	WXS; RNA-Seq	syn51271440									
file	phs002371	HTA5_1361_1006		SM-L123K_S3_L001_R2_001.fastq.gz	FASTQ	18473245162	b46d506b4b3aecb3e9e7f2bbc4a5b440	WXS; RNA-Seq	syn51271440									
file	phs002371	HTA5_1587_1008		SM-L123K_S3_L001_R2_001.fastq.gz	FASTQ	18473245162	b46d506b4b3aecb3e9e7f2bbc4a5b440	WXS; RNA-Seq	syn51271440									
file	phs002371	HTA5_1906_1006		SM-L123K_S3_L002_I1_001.fastq.gz	FASTQ	2171999541	76cb2e5aa6ab9c886e8f8b4afc7b66a0	WXS; RNA-Seq	syn51271442									
file	phs002371	HTA5_1361_1006		SM-L123K_S3_L002_I1_001.fastq.gz	FASTQ	2171999541	76cb2e5aa6ab9c886e8f8b4afc7b66a0	WXS; RNA-Seq	syn51271442									
